mes;linea;estacion;cantidad
01/12/2019;belgranonorte;Boulogne Sur;189118
01/12/2019;belgranonorte;Carapachay;44049
01/12/2019;belgranonorte;Del Viso;76691
01/12/2019;belgranonorte;Don Torcuato;128986
01/12/2019;belgranonorte;Florida;37226
01/12/2019;belgranonorte;Grand Bourg;220363
01/12/2019;belgranonorte;Ing. P. Nogués;103460
01/12/2019;belgranonorte;Los Polvorines;137590
01/12/2019;belgranonorte;Munro;98282
01/12/2019;belgranonorte;R. S. Ortíz;29953
01/12/2019;belgranonorte;Retiro;452014
01/12/2019;belgranonorte;Villa Adelina;102193
01/12/2019;belgranonorte;Villa Rosa;73613
01/12/2019;belgranosur;20 de Junio;2551
01/12/2019;belgranosur;Aldo Bonzi;3387
01/12/2018;belgranosur;Aldo Bonzi;2967
01/12/2018;belgranosur;Buenos Aires;8
01/12/2018;belgranosur;Castello;63065
01/12/2019;belgranosur;Castello;74716
01/12/2019;belgranosur;Castillo;46729
01/12/2018;belgranosur;Castillo;32909
01/12/2018;belgranosur;Eva Duarte;43321
01/12/2019;belgranosur;Eva Duarte;52890
01/12/2019;belgranosur;Fournier;40471
01/12/2018;belgranosur;Fournier;34142
01/12/2018;belgranosur;G. Catan;158635
01/12/2019;belgranosur;G. Catan;225286
01/12/2019;belgranosur;I. Casanova;30212
01/12/2018;belgranosur;I. Casanova;23087
01/12/2018;belgranosur;Illia;17970
01/12/2019;belgranosur;Illia;26205
01/12/2019;belgranosur;Independencia;136822
01/12/2018;belgranosur;Independencia;121992
01/12/2018;belgranosur;J. Ingenieros;3372
01/12/2019;belgranosur;J. Ingenieros;5105
01/12/2019;belgranosur;KM. 12;2763
01/12/2018;belgranosur;KM. 12;1355
01/12/2018;belgranosur;Laferrere;206912
01/12/2019;belgranosur;Laferrere;240478
01/12/2019;belgranosur;Libertad;40104
01/12/2018;belgranosur;Libertad;27322
01/12/2018;belgranosur;M. Belgrano;36742
01/12/2019;belgranosur;M. Belgrano;43576
01/12/2019;belgranosur;Mendeville;4915
01/12/2018;belgranosur;Mendeville;4707
01/12/2018;belgranosur;Merlo Gomez;20940
01/12/2019;belgranosur;Merlo Gomez;23116
01/12/2019;belgranosur;Querandi;26506
01/12/2018;belgranosur;Querandi;21520
01/12/2018;belgranosur;Saenz;228269
01/12/2019;belgranosur;Saenz;287061
01/12/2019;belgranosur;Tapiales;49892
01/12/2018;belgranosur;Tapiales;41840
01/12/2018;belgranosur;V. Madero;62193
01/12/2019;belgranosur;V. Madero;76193
01/12/2019;belgranosur;V. Soldati;41288
01/12/2018;belgranosur;V. Soldati;30499
01/12/2018;belgranosur;V.lugano;80351
01/12/2019;belgranosur;V.lugano;101623
01/12/2019;belgranosur;Villegas;5959
01/12/2018;belgranosur;Villegas;5275
01/12/2018;mitre;3 De Febrero;63556
01/12/2019;mitre;3 De Febrero;57018
01/12/2019;mitre;Acassuso;62778
01/12/2018;mitre;Acassuso;53970
01/12/2018;mitre;Beccar;59702
01/12/2019;mitre;Beccar;76853
01/12/2019;mitre;Belgrano C.;343434
01/12/2018;mitre;Belgrano C.;266933
01/12/2018;mitre;Belgrano R.;166508
01/12/2019;mitre;Belgrano R.;167615
01/12/2019;mitre;Benavidez;264
01/12/2018;mitre;Benavidez;522
01/12/2018;mitre;Capilla Del Señor;13
01/12/2019;mitre;Capilla Del Señor;128
01/12/2019;mitre;Carranza;152489
01/12/2018;mitre;Carranza;163323
01/12/2018;mitre;Carupa;86410
01/12/2019;mitre;Carupa;104406
01/12/2019;mitre;Centrangolo;14352
01/12/2018;mitre;Centrangolo;14388
01/12/2018;mitre;Chilavert;47020
01/12/2019;mitre;Chilavert;47345
01/12/2019;mitre;Coghlan;27677
01/12/2018;mitre;Coghlan;19048
01/12/2018;mitre;Colegiales;60808
01/12/2019;mitre;Colegiales;77760
01/12/2019;mitre;Drago;46602
01/12/2018;mitre;Drago;29070
01/12/2018;mitre;El Talar;70
01/12/2019;mitre;El Talar;15
01/12/2019;mitre;Escobar;2082
01/12/2018;mitre;Escobar;2823
01/12/2018;mitre;Florida;19344
01/12/2019;mitre;Florida;17548
01/12/2019;mitre;Garin;880
01/12/2018;mitre;Garin;995
01/12/2018;mitre;Jose Leon Suarez;225634
01/12/2019;mitre;Jose Leon Suarez;219481
01/12/2019;mitre;Juan B. Justo;17634
01/12/2018;mitre;Juan B. Justo;18843
01/12/2019;mitre;L. De La Torre;59543
01/12/2019;mitre;La Lucila;59966
01/12/2018;mitre;La Lucila;51743
01/12/2018;mitre;Lopez Camelo;57
01/12/2019;mitre;Lopez Camelo;1511
01/12/2019;mitre;Malaver;27710
01/12/2018;mitre;Malaver;25828
01/12/2018;mitre;Maq. Savio;2008
01/12/2019;mitre;Maq. Savio;954
01/12/2019;mitre;Martinez;152799
01/12/2018;mitre;Martinez;150228
01/12/2018;mitre;Matheu;907
01/12/2019;mitre;Matheu;922
01/12/2019;mitre;Migueletes;28113
01/12/2018;mitre;Migueletes;40112
01/12/2018;mitre;Mitre;17348
01/12/2019;mitre;Mitre;48998
01/12/2019;mitre;Nuñez;100484
01/12/2018;mitre;Nuñez;87157
01/12/2018;mitre;Olivos;76069
01/12/2019;mitre;Olivos;108265
01/12/2019;mitre;Pueyrredon;66811
01/12/2018;mitre;Pueyrredon;68937
01/12/2018;mitre;Retiro (Suarez-Mitre);583005
01/12/2019;mitre;Retiro (Suarez-Mitre);554650
01/12/2019;mitre;Retiro (Tigre);713753
01/12/2018;mitre;Retiro (Tigre);688576
01/12/2018;mitre;Rivadavia;51179
01/12/2019;mitre;Rivadavia;101300
01/12/2019;mitre;Saavedra;33264
01/12/2018;mitre;Saavedra;40822
01/12/2018;mitre;San Andres;45493
01/12/2019;mitre;San Andres;40369
01/12/2019;mitre;San Fernando;113498
01/12/2018;mitre;San Fernando;91611
01/12/2018;mitre;San Isidro;267353
01/12/2019;mitre;San Isidro;278804
01/12/2019;mitre;San Martin;219397
01/12/2018;mitre;San Martin;219175
01/12/2018;mitre;Tigre;269686
01/12/2019;mitre;Tigre;299062
01/12/2019;mitre;Urquiza;216336
01/12/2018;mitre;Urquiza;216173
01/12/2018;mitre;V. Ballester;139045
01/12/2019;mitre;V. Ballester;147473
01/12/2019;mitre;Vicente Lopez;80437
01/12/2018;mitre;Vicente Lopez;81834
01/12/2018;mitre;Victoria Elect;69276
01/12/2019;mitre;Victoria Elect;77301
01/12/2019;mitre;Virreyes;138200
01/12/2018;mitre;Virreyes;132748
01/12/2018;mitre;Zarate;581
01/12/2019;mitre;Zarate;915
01/12/2019;mitre;Zelaya;286
01/12/2018;mitre;Zelaya;308
01/12/2018;roca;A. De Elia;12
01/12/2018;roca;A. Petion;4808
01/12/2019;roca;A. Petion;5080
01/12/2019;roca;A.korn;206950
01/12/2018;roca;A.korn;192618
01/12/2019;roca;Abbot;664
01/12/2019;roca;Adrogue;271120
01/12/2018;roca;Adrogue;291166
01/12/2019;roca;Altamirano;472
01/12/2019;roca;Ardigo;150201
01/12/2018;roca;Ardigo;134124
01/12/2018;roca;Banfield;501573
01/12/2019;roca;Banfield;476176
01/12/2019;roca;Berazategui;283851
01/12/2018;roca;Berazategui;205276
01/12/2018;roca;Bernal;111737
01/12/2019;roca;Bernal;137357
01/12/2019;roca;Bosques;111340
01/12/2018;roca;Bosques;103979
01/12/2018;roca;Brandsen;137
01/12/2019;roca;Brandsen;1480
01/12/2018;roca;Brian;2
01/12/2018;roca;Burzaco;447091
01/12/2019;roca;Burzaco;422923
01/12/2019;roca;Calzada;154971
01/12/2018;roca;Calzada;144693
01/12/2018;roca;Canuelas;25908
01/12/2019;roca;Canuelas;27998
01/12/2019;roca;Chascomus;10422
01/12/2018;roca;Chascomus;121
01/12/2018;roca;City Bell;40333
01/12/2019;roca;City Bell;47797
01/12/2019;roca;Claypole;276256
01/12/2018;roca;Claypole;221629
01/12/2018;roca;Constitucion;3958497
01/12/2019;roca;Constitucion;3853020
01/12/2019;roca;Dario Y Maxi;201088
01/12/2018;roca;Dario Y Maxi;219828
01/12/2018;roca;Don Bosco;46084
01/12/2019;roca;Don Bosco;61528
01/12/2019;roca;El Jaguel;178572
01/12/2018;roca;El Jaguel;176919
01/12/2019;roca;Emp. Lobos;365
01/12/2019;roca;Escalada;126397
01/12/2018;roca;Escalada;119281
01/12/2018;roca;Ezeiza;436366
01/12/2019;roca;Ezeiza;477839
01/12/2019;roca;Ezpeleta;184637
01/12/2018;roca;Ezpeleta;159641
01/12/2018;roca;F. Varela;309044
01/12/2019;roca;F. Varela;283997
01/12/2019;roca;Gandara;338
01/12/2019;roca;Gerli;116072
01/12/2018;roca;Gerli;143373
01/12/2018;roca;Glew;558439
01/12/2019;roca;Glew;498728
01/12/2019;roca;Gonnet;30167
01/12/2018;roca;Gonnet;18350
01/12/2018;roca;Guernica;131566
01/12/2019;roca;Guernica;189647
01/12/2019;roca;Gutierrez;3540
01/12/2018;roca;Gutierrez;5508
01/12/2018;roca;H. Espanol;12
01/12/2018;roca;Haedo;2214
01/12/2019;roca;Haedo;31
01/12/2019;roca;Hudson;69514
01/12/2018;roca;Hudson;57843
01/12/2018;roca;J. Marmol;52627
01/12/2019;roca;J. Marmol;74271
01/12/2019;roca;Jeppener;2645
01/12/2018;roca;Juan XXIII;1
01/12/2018;roca;Kloosterman;103
01/12/2019;roca;Kloosterman;531
01/12/2018;roca;Km. 33;5
01/12/2018;roca;Km. 34;11
01/12/2018;roca;L. De Zamora;1007243
01/12/2019;roca;L. De Zamora;996127
01/12/2019;roca;L. Guillon;123053
01/12/2018;roca;L. Guillon;120379
01/12/2018;roca;La Noria;2
01/12/2018;roca;La Plata;229855
01/12/2019;roca;La Plata;317193
01/12/2019;roca;Lanus;800102
01/12/2018;roca;Lanus;814018
01/12/2018;roca;Levene;57
01/12/2019;roca;Levene;1116
01/12/2019;roca;Llavallol;86534
01/12/2018;roca;Llavallol;83439
01/12/2019;roca;Lobos;2233
01/12/2019;roca;Longchamps;440429
01/12/2018;roca;Longchamps;394560
01/12/2018;roca;Maximo Paz;9414
01/12/2019;roca;Maximo Paz;10204
01/12/2019;roca;Monte;3633
01/12/2018;roca;Monte;1
01/12/2018;roca;Monte Grande;509488
01/12/2019;roca;Monte Grande;526589
01/12/2019;roca;Pereyra;1395
01/12/2018;roca;Pereyra;1986
01/12/2018;roca;Platanos;42465
01/12/2019;roca;Platanos;46632
01/12/2018;roca;Policlinico;1
01/12/2018;roca;Quilmes;368441
01/12/2019;roca;Quilmes;402345
01/12/2019;roca;Ranelagh;44545
01/12/2018;roca;Ranelagh;30231
01/12/2018;roca;Ringuelet;7757
01/12/2019;roca;Ringuelet;12440
01/12/2019;roca;San Justo;1
01/12/2018;roca;San Justo;279
01/12/2018;roca;Santa Sofia;11361
01/12/2019;roca;Santa Sofia;9124
01/12/2019;roca;Sarandi;47873
01/12/2018;roca;Sarandi;44129
01/12/2018;roca;Sourigues;33070
01/12/2019;roca;Sourigues;41786
01/12/2019;roca;Spegazzini;13008
01/12/2018;roca;Spegazzini;12350
01/12/2018;roca;Sta. Catalina;1
01/12/2018;roca;Tablada;277
01/12/2018;roca;Temperley;237125
01/12/2019;roca;Temperley;195357
01/12/2019;roca;Tolosa;19340
01/12/2018;roca;Tolosa;15017
01/12/2018;roca;Tristan Suarez;21709
01/12/2019;roca;Tristan Suarez;21563
01/12/2019;roca;Turdera;102239
01/12/2018;roca;Turdera;91303
01/12/2018;roca;U. Ferroviaria;1905
01/12/2019;roca;U. Ferroviaria;2257
01/12/2019;roca;Universitario;16453
01/12/2019;roca;Uribelarrea;634
01/12/2019;roca;V. Casares;1345
01/12/2018;roca;V. Casares;58
01/12/2018;roca;V. Dominico;32465
01/12/2019;roca;V. Dominico;50493
01/12/2019;roca;Villa Elisa;45074
01/12/2018;roca;Villa Elisa;34723
01/12/2018;roca;Villa Espana;35418
01/12/2019;roca;Villa Espana;38905
01/12/2019;roca;Wilde;81802
01/12/2018;roca;Wilde;58112
01/12/2018;roca;Yrigoyen;80989
01/12/2019;roca;Yrigoyen;64447
01/12/2019;roca;Zeballos;110986
01/12/2018;roca;Zeballos;95396
01/12/2018;sanmartin;Astolfi;6514
01/12/2019;sanmartin;Astolfi;14752
01/12/2019;sanmartin;B. Vista;109472
01/12/2018;sanmartin;B. Vista;92561
01/12/2018;sanmartin;Cabred;4161
01/12/2019;sanmartin;Cabred;5599
01/12/2019;sanmartin;Caseros;174244
01/12/2018;sanmartin;Caseros;131398
01/12/2018;sanmartin;Chacarita;42
01/12/2019;sanmartin;Chacarita;6
01/12/2019;sanmartin;Derqui;131229
01/12/2018;sanmartin;Derqui;154304
01/12/2018;sanmartin;Hurlingham;81329
01/12/2019;sanmartin;Hurlingham;89697
01/12/2019;sanmartin;J.C. Paz;503671
01/12/2018;sanmartin;J.C. Paz;422703
01/12/2018;sanmartin;Manzanares;2311
01/12/2019;sanmartin;Manzanares;3915
01/12/2019;sanmartin;Muniz;65849
01/12/2018;sanmartin;Muniz;52652
01/12/2018;sanmartin;Palermo;66
01/12/2019;sanmartin;Palermo;306959
01/12/2019;sanmartin;Palomar;124128
01/12/2018;sanmartin;Palomar;90222
01/12/2018;sanmartin;Paternal;9
01/12/2019;sanmartin;Paternal;2
01/12/2019;sanmartin;Pilar;124968
01/12/2018;sanmartin;Pilar;133868
01/12/2018;sanmartin;Retiro;6
01/12/2019;sanmartin;Retiro;438504
01/12/2019;sanmartin;S. Lugares;34609
01/12/2018;sanmartin;S. Lugares;20524
01/12/2018;sanmartin;Saenz Pena;105706
01/12/2019;sanmartin;Saenz Pena;95753
01/12/2019;sanmartin;San Miguel;340385
01/12/2018;sanmartin;San Miguel;291087
01/12/2018;sanmartin;Sol Y Verde;79515
01/12/2019;sanmartin;Sol Y Verde;78561
01/12/2019;sanmartin;V. Devoto;140974
01/12/2018;sanmartin;V. Devoto;103539
01/12/2018;sanmartin;V. Parque;286902
01/12/2019;sanmartin;V. Parque;206600
01/12/2019;sanmartin;W. Morris;59308
01/12/2018;sanmartin;W. Morris;58613
01/12/2018;sarmiento;Caballito;172089
01/12/2019;sarmiento;Caballito;177741
01/12/2019;sarmiento;Castelar;256068
01/12/2018;sarmiento;Castelar;251355
01/12/2018;sarmiento;Ciudadela;148051
01/12/2019;sarmiento;Ciudadela;150390
01/12/2019;sarmiento;Flores;283873
01/12/2018;sarmiento;Flores;261441
01/12/2018;sarmiento;Floresta;168229
01/12/2019;sarmiento;Floresta;191406
01/12/2019;sarmiento;Haedo;148186
01/12/2018;sarmiento;Haedo;146098
01/12/2018;sarmiento;Ituzaingo;274228
01/12/2019;sarmiento;Ituzaingo;288268
01/12/2019;sarmiento;Liniers;599561
01/12/2018;sarmiento;Liniers;459091
01/12/2018;sarmiento;Merlo;807747
01/12/2019;sarmiento;Merlo;860326
01/12/2019;sarmiento;Miserere;307
01/12/2018;sarmiento;Miserere;336
01/12/2018;sarmiento;Moreno;823200
01/12/2019;sarmiento;Moreno;858288
01/12/2019;sarmiento;Morón;927409
01/12/2018;sarmiento;Morón;862437
01/12/2018;sarmiento;Once;1616034
01/12/2019;sarmiento;Once;1623678
01/12/2019;sarmiento;Paso del Rey;162389
01/12/2018;sarmiento;Paso del Rey;205227
01/12/2018;sarmiento;Ramos Mejía;418251
01/12/2019;sarmiento;Ramos Mejía;446583
01/12/2019;sarmiento;S.A de Padua;229179
01/12/2018;sarmiento;S.A de Padua;240765
01/12/2018;sarmiento;Villa Luro;94012
01/12/2019;sarmiento;Villa Luro;95606
01/11/2019;belgranonorte;Boulogne Sur;184155
01/11/2019;belgranonorte;Carapachay;21425
01/11/2019;belgranonorte;Del Viso;72717
01/11/2019;belgranonorte;Don Torcuato;128225
01/11/2019;belgranonorte;Florida;38316
01/11/2019;belgranonorte;Grand Bourg;211961
01/11/2019;belgranonorte;Ing. P. Nogués;104586
01/11/2019;belgranonorte;Los Polvorines;134373
01/11/2019;belgranonorte;Munro;105646
01/11/2019;belgranonorte;R. S. Ortíz;56085
01/11/2019;belgranonorte;Retiro;477011
01/11/2019;belgranonorte;Villa Adelina;119975
01/11/2019;belgranonorte;Villa Rosa;75180
01/11/2019;belgranosur;Aldo Bonzi;2306
01/11/2018;belgranosur;Aldo Bonzi;3474
01/11/2018;belgranosur;Buenos Aires;8
01/11/2018;belgranosur;Castello;55932
01/11/2019;belgranosur;Castello;71371
01/11/2019;belgranosur;Castillo;49971
01/11/2018;belgranosur;Castillo;33129
01/11/2018;belgranosur;Eva Duarte;44696
01/11/2019;belgranosur;Eva Duarte;51228
01/11/2019;belgranosur;Fournier;42142
01/11/2018;belgranosur;Fournier;35378
01/11/2018;belgranosur;G. Catan;152227
01/11/2019;belgranosur;G. Catan;209819
01/11/2019;belgranosur;I. Casanova;32452
01/11/2018;belgranosur;I. Casanova;24860
01/11/2018;belgranosur;Illia;19827
01/11/2019;belgranosur;Illia;29475
01/11/2019;belgranosur;Independencia;132339
01/11/2018;belgranosur;Independencia;119729
01/11/2018;belgranosur;J. Ingenieros;3840
01/11/2019;belgranosur;J. Ingenieros;5440
01/11/2019;belgranosur;KM. 12;2350
01/11/2018;belgranosur;KM. 12;718
01/11/2018;belgranosur;Laferrere;200662
01/11/2019;belgranosur;Laferrere;230333
01/11/2019;belgranosur;Libertad;37833
01/11/2018;belgranosur;Libertad;28432
01/11/2018;belgranosur;M. Belgrano;38764
01/11/2019;belgranosur;M. Belgrano;43354
01/11/2019;belgranosur;Mendeville;3144
01/11/2018;belgranosur;Mendeville;5595
01/11/2018;belgranosur;Merlo Gomez;20636
01/11/2019;belgranosur;Merlo Gomez;23805
01/11/2019;belgranosur;Puente Alsina;1
01/11/2019;belgranosur;Querandi;33752
01/11/2018;belgranosur;Querandi;27469
01/11/2018;belgranosur;Saenz;236708
01/11/2019;belgranosur;Saenz;266859
01/11/2019;belgranosur;Tapiales;40018
01/11/2018;belgranosur;Tapiales;33012
01/11/2018;belgranosur;V. Madero;66791
01/11/2019;belgranosur;V. Madero;79592
01/11/2019;belgranosur;V. Soldati;43958
01/11/2018;belgranosur;V. Soldati;35381
01/11/2018;belgranosur;V.lugano;82188
01/11/2019;belgranosur;V.lugano;106621
01/11/2019;belgranosur;Villegas;6558
01/11/2018;belgranosur;Villegas;5411
01/11/2018;mitre;3 De Febrero;76475
01/11/2019;mitre;3 De Febrero;64330
01/11/2019;mitre;Acassuso;70820
01/11/2018;mitre;Acassuso;57235
01/11/2018;mitre;Beccar;66628
01/11/2019;mitre;Beccar;82104
01/11/2019;mitre;Belgrano C.;341564
01/11/2018;mitre;Belgrano C.;300390
01/11/2018;mitre;Belgrano R.;193854
01/11/2019;mitre;Belgrano R.;187319
01/11/2019;mitre;Benavidez;411
01/11/2018;mitre;Benavidez;601
01/11/2018;mitre;Carranza;195908
01/11/2019;mitre;Carranza;173488
01/11/2019;mitre;Carupa;113602
01/11/2018;mitre;Carupa;84778
01/11/2018;mitre;Centrangolo;16767
01/11/2019;mitre;Centrangolo;15274
01/11/2019;mitre;Chilavert;50761
01/11/2018;mitre;Chilavert;54072
01/11/2018;mitre;Coghlan;33864
01/11/2019;mitre;Coghlan;29877
01/11/2019;mitre;Colegiales;91061
01/11/2018;mitre;Colegiales;87618
01/11/2018;mitre;Drago;52965
01/11/2019;mitre;Drago;48175
01/11/2019;mitre;El Talar;25
01/11/2018;mitre;El Talar;96
01/11/2018;mitre;Escobar;3354
01/11/2019;mitre;Escobar;1952
01/11/2019;mitre;Florida;19793
01/11/2018;mitre;Florida;23080
01/11/2018;mitre;Garin;918
01/11/2019;mitre;Garin;1258
01/11/2019;mitre;Jose Leon Suarez;205216
01/11/2018;mitre;Jose Leon Suarez;251090
01/11/2018;mitre;Juan B. Justo;22423
01/11/2019;mitre;Juan B. Justo;17768
01/11/2019;mitre;L. De La Torre;57344
01/11/2019;mitre;La Lucila;69006
01/11/2018;mitre;La Lucila;60289
01/11/2018;mitre;Lopez Camelo;592
01/11/2019;mitre;Lopez Camelo;625
01/11/2019;mitre;Malaver;29889
01/11/2018;mitre;Malaver;32321
01/11/2018;mitre;Maq. Savio;2075
01/11/2019;mitre;Maq. Savio;1621
01/11/2019;mitre;Martinez;164181
01/11/2018;mitre;Martinez;167212
01/11/2018;mitre;Matheu;1076
01/11/2019;mitre;Matheu;1164
01/11/2019;mitre;Migueletes;35296
01/11/2018;mitre;Migueletes;49960
01/11/2018;mitre;Mitre;66075
01/11/2019;mitre;Mitre;56653
01/11/2019;mitre;NuÃ±ez;128454
01/11/2018;mitre;Nuñez;106138
01/11/2018;mitre;Olivos;88507
01/11/2019;mitre;Olivos;115058
01/11/2019;mitre;Pueyrredon;72143
01/11/2018;mitre;Pueyrredon;80234
01/11/2018;mitre;Retiro (Suarez-Mitre);632640
01/11/2019;mitre;Retiro (Suarez-Mitre);576650
01/11/2019;mitre;Retiro (Tigre);709713
01/11/2018;mitre;Retiro (Tigre);768854
01/11/2018;mitre;Rivadavia;57912
01/11/2019;mitre;Rivadavia;117453
01/11/2019;mitre;Saavedra;36134
01/11/2018;mitre;Saavedra;44872
01/11/2018;mitre;San Andres;54697
01/11/2019;mitre;San Andres;42932
01/11/2019;mitre;San Fernando;122765
01/11/2018;mitre;San Fernando;97096
01/11/2018;mitre;San Isidro;296071
01/11/2019;mitre;San Isidro;293417
01/11/2019;mitre;San Martin;225698
01/11/2018;mitre;San Martin;241702
01/11/2018;mitre;Tigre;294574
01/11/2019;mitre;Tigre;323670
01/11/2019;mitre;Urquiza;228824
01/11/2018;mitre;Urquiza;240793
01/11/2018;mitre;V. Ballester;153932
01/11/2019;mitre;V. Ballester;151266
01/11/2019;mitre;Vicente Lopez;88138
01/11/2018;mitre;Vicente Lopez;95562
01/11/2018;mitre;Victoria Elect;79727
01/11/2019;mitre;Victoria Elect;82697
01/11/2019;mitre;Virreyes;144211
01/11/2018;mitre;Virreyes;149074
01/11/2018;mitre;Zarate;803
01/11/2019;mitre;Zarate;648
01/11/2019;mitre;Zelaya;308
01/11/2018;mitre;Zelaya;399
01/11/2018;roca;A. De Elia;3
01/11/2018;roca;A. Petion;5927
01/11/2019;roca;A. Petion;5017
01/11/2019;roca;A.korn;199808
01/11/2018;roca;A.korn;208114
01/11/2019;roca;Abbot;853
01/11/2019;roca;Adrogue;298910
01/11/2018;roca;Adrogue;318368
01/11/2018;roca;Altamirano;1
01/11/2019;roca;Altamirano;464
01/11/2019;roca;Ardigo;155145
01/11/2018;roca;Ardigo;131934
01/11/2018;roca;Banfield;570957
01/11/2019;roca;Banfield;534726
01/11/2019;roca;Berazategui;306288
01/11/2018;roca;Berazategui;255501
01/11/2018;roca;Bernal;142304
01/11/2019;roca;Bernal;179141
01/11/2019;roca;Bosques;105720
01/11/2018;roca;Bosques;105934
01/11/2018;roca;Brandsen;140
01/11/2019;roca;Brandsen;1718
01/11/2018;roca;Brian;1
01/11/2018;roca;Burzaco;514206
01/11/2019;roca;Burzaco;463862
01/11/2019;roca;Calzada;162316
01/11/2018;roca;Calzada;154286
01/11/2018;roca;Canuelas;27529
01/11/2019;roca;Canuelas;29639
01/11/2019;roca;Chascomus;9131
01/11/2018;roca;Chascomus;237
01/11/2018;roca;City Bell;43745
01/11/2019;roca;City Bell;54122
01/11/2019;roca;Claypole;290918
01/11/2018;roca;Claypole;271229
01/11/2018;roca;Constitucion;4192582
01/11/2019;roca;Constitucion;4213555
01/11/2019;roca;Dario Y Maxi;242732
01/11/2018;roca;Dario Y Maxi;276339
01/11/2018;roca;Don Bosco;58967
01/11/2019;roca;Don Bosco;63427
01/11/2019;roca;El Jaguel;188973
01/11/2018;roca;El Jaguel;200200
01/11/2019;roca;Emp. Lobos;379
01/11/2019;roca;Escalada;154786
01/11/2018;roca;Escalada;143320
01/11/2018;roca;Ezeiza;381684
01/11/2019;roca;Ezeiza;489188
01/11/2019;roca;Ezpeleta;202167
01/11/2018;roca;Ezpeleta;200545
01/11/2018;roca;F. Varela;281153
01/11/2019;roca;F. Varela;304142
01/11/2019;roca;Gandara;274
01/11/2019;roca;Gerli;129488
01/11/2018;roca;Gerli;158475
01/11/2018;roca;Glew;625419
01/11/2019;roca;Glew;550361
01/11/2019;roca;Gonnet;33899
01/11/2018;roca;Gonnet;27502
01/11/2018;roca;Guernica;140900
01/11/2019;roca;Guernica;201038
01/11/2019;roca;Gutierrez;3971
01/11/2018;roca;Gutierrez;6431
01/11/2018;roca;H. Espanol;14
01/11/2018;roca;Haedo;2243
01/11/2019;roca;Haedo;14
01/11/2019;roca;Hudson;75958
01/11/2018;roca;Hudson;64843
01/11/2018;roca;J. Marmol;55502
01/11/2019;roca;J. Marmol;81700
01/11/2019;roca;Jeppener;2187
01/11/2018;roca;Jeppener;4
01/11/2018;roca;Juan XXIII;1
01/11/2018;roca;Kloosterman;131
01/11/2019;roca;Kloosterman;582
01/11/2018;roca;Km. 33;4
01/11/2018;roca;Km. 34;14
01/11/2018;roca;L. De Zamora;1030635
01/11/2019;roca;L. De Zamora;1067432
01/11/2019;roca;L. Guillon;138823
01/11/2018;roca;L. Guillon;136139
01/11/2018;roca;La Noria;4
01/11/2018;roca;La Plata;300472
01/11/2019;roca;La Plata;353997
01/11/2019;roca;Lanus;869694
01/11/2018;roca;Lanus;890430
01/11/2018;roca;Levene;63
01/11/2019;roca;Levene;1761
01/11/2019;roca;Llavallol;98100
01/11/2018;roca;Llavallol;91191
01/11/2019;roca;Lobos;2513
01/11/2019;roca;Longchamps;464650
01/11/2018;roca;Longchamps;456571
01/11/2018;roca;Maximo Paz;5702
01/11/2019;roca;Maximo Paz;10667
01/11/2019;roca;Monte;4781
01/11/2018;roca;Monte;1
01/11/2018;roca;Monte Grande;552226
01/11/2019;roca;Monte Grande;548588
01/11/2019;roca;Pereyra;4464
01/11/2018;roca;Pereyra;3103
01/11/2018;roca;Platanos;49403
01/11/2019;roca;Platanos;52400
01/11/2018;roca;Policlinico;52
01/11/2018;roca;Quilmes;389528
01/11/2019;roca;Quilmes;425628
01/11/2019;roca;Ranelagh;49875
01/11/2018;roca;Ranelagh;38501
01/11/2018;roca;Ringuelet;9596
01/11/2019;roca;Ringuelet;14219
01/11/2019;roca;San Justo;6
01/11/2018;roca;San Justo;343
01/11/2018;roca;Santa Sofia;13375
01/11/2019;roca;Santa Sofia;9351
01/11/2019;roca;Sarandi;54999
01/11/2018;roca;Sarandi;49865
01/11/2018;roca;Sourigues;41252
01/11/2019;roca;Sourigues;44580
01/11/2019;roca;Spegazzini;14101
01/11/2018;roca;Spegazzini;13951
01/11/2018;roca;Sta. Catalina;1
01/11/2018;roca;Tablada;305
01/11/2019;roca;Tablada;3
01/11/2019;roca;Temperley;231146
01/11/2018;roca;Temperley;285294
01/11/2018;roca;Tolosa;10617
01/11/2019;roca;Tolosa;19281
01/11/2019;roca;Tristan Suarez;23984
01/11/2018;roca;Tristan Suarez;28131
01/11/2018;roca;Turdera;95855
01/11/2019;roca;Turdera;113223
01/11/2019;roca;U. Ferroviaria;2700
01/11/2018;roca;U. Ferroviaria;2517
01/11/2019;roca;Universitario;28805
01/11/2019;roca;Uribelarrea;868
01/11/2019;roca;V. Casares;1424
01/11/2018;roca;V. Casares;126
01/11/2018;roca;V. Dominico;22017
01/11/2019;roca;V. Dominico;56849
01/11/2019;roca;Villa Elisa;48789
01/11/2018;roca;Villa Elisa;43083
01/11/2018;roca;Villa Espana;40134
01/11/2019;roca;Villa Espana;42721
01/11/2019;roca;Wilde;93205
01/11/2018;roca;Wilde;78117
01/11/2018;roca;Yrigoyen;94917
01/11/2019;roca;Yrigoyen;82350
01/11/2019;roca;Zeballos;115190
01/11/2018;roca;Zeballos;98874
01/11/2018;sanmartin;Astolfi;14886
01/11/2019;sanmartin;Astolfi;15264
01/11/2019;sanmartin;B. Vista;120066
