mes;linea;estacion;cantidad
12/2019;belgranonorte;"Boulogne Sur";189118
12/2019;belgranonorte;Carapachay;44049
12/2019;belgranonorte;"Del Viso";76691
12/2019;belgranonorte;"Don Torcuato";128986
12/2019;belgranonorte;Florida;37226
12/2019;belgranonorte;"Grand Bourg";220363
12/2019;belgranonorte;"Ing. P. Nogués";103460
12/2019;belgranonorte;"Los Polvorines";137590
12/2019;belgranonorte;Munro;98282
12/2019;belgranonorte;"R. S. Ortíz";29953
12/2019;belgranonorte;Retiro;452014
12/2019;belgranonorte;"Villa Adelina";102193
12/2019;belgranonorte;"Villa Rosa";73613
12/2019;belgranosur;"20 de Junio";2551
12/2019;belgranosur;"Aldo Bonzi";3387
12/2018;belgranosur;"Aldo Bonzi";2967
12/2018;belgranosur;"Buenos Aires";8
12/2018;belgranosur;Castello;63065
12/2019;belgranosur;Castello;74716
12/2019;belgranosur;Castillo;46729
12/2018;belgranosur;Castillo;32909
12/2018;belgranosur;"Eva Duarte";43321
12/2019;belgranosur;"Eva Duarte";52890
12/2019;belgranosur;Fournier;40471
12/2018;belgranosur;Fournier;34142
12/2018;belgranosur;"G. Catan";158635
12/2019;belgranosur;"G. Catan";225286
12/2019;belgranosur;"I. Casanova";30212
12/2018;belgranosur;"I. Casanova";23087
12/2018;belgranosur;Illia;17970
12/2019;belgranosur;Illia;26205
12/2019;belgranosur;Independencia;136822
12/2018;belgranosur;Independencia;121992
12/2018;belgranosur;"J. Ingenieros";3372
12/2019;belgranosur;"J. Ingenieros";5105
12/2019;belgranosur;"KM. 12";2763
12/2018;belgranosur;"KM. 12";1355
12/2018;belgranosur;Laferrere;206912
12/2019;belgranosur;Laferrere;240478
12/2019;belgranosur;Libertad;40104
12/2018;belgranosur;Libertad;27322
12/2018;belgranosur;"M. Belgrano";36742
12/2019;belgranosur;"M. Belgrano";43576
12/2019;belgranosur;Mendeville;4915
12/2018;belgranosur;Mendeville;4707
12/2018;belgranosur;"Merlo Gomez";20940
12/2019;belgranosur;"Merlo Gomez";23116
12/2019;belgranosur;Querandi;26506
12/2018;belgranosur;Querandi;21520
12/2018;belgranosur;Saenz;228269
12/2019;belgranosur;Saenz;287061
12/2019;belgranosur;Tapiales;49892
12/2018;belgranosur;Tapiales;41840
12/2018;belgranosur;"V. Madero";62193
12/2019;belgranosur;"V. Madero";76193
12/2019;belgranosur;"V. Soldati";41288
12/2018;belgranosur;"V. Soldati";30499
12/2018;belgranosur;V.lugano;80351
12/2019;belgranosur;V.lugano;101623
12/2019;belgranosur;Villegas;5959
12/2018;belgranosur;Villegas;5275
12/2018;mitre;"3 De Febrero";63556
12/2019;mitre;"3 De Febrero";57018
12/2019;mitre;Acassuso;62778
12/2018;mitre;Acassuso;53970
12/2018;mitre;Beccar;59702
12/2019;mitre;Beccar;76853
12/2019;mitre;"Belgrano C.";343434
12/2018;mitre;"Belgrano C.";266933
12/2018;mitre;"Belgrano R.";166508
12/2019;mitre;"Belgrano R.";167615
12/2019;mitre;Benavidez;264
12/2018;mitre;Benavidez;522
12/2018;mitre;"Capilla Del Señor";13
12/2019;mitre;"Capilla Del Señor";128
12/2019;mitre;Carranza;152489
12/2018;mitre;Carranza;163323
12/2018;mitre;Carupa;86410
12/2019;mitre;Carupa;104406
12/2019;mitre;Centrangolo;14352
12/2018;mitre;Centrangolo;14388
12/2018;mitre;Chilavert;47020
12/2019;mitre;Chilavert;47345
12/2019;mitre;Coghlan;27677
12/2018;mitre;Coghlan;19048
12/2018;mitre;Colegiales;60808
12/2019;mitre;Colegiales;77760
12/2019;mitre;Drago;46602
12/2018;mitre;Drago;29070
12/2018;mitre;"El Talar";70
12/2019;mitre;"El Talar";15
12/2019;mitre;Escobar;2082
12/2018;mitre;Escobar;2823
12/2018;mitre;Florida;19344
12/2019;mitre;Florida;17548
12/2019;mitre;Garin;880
12/2018;mitre;Garin;995
12/2018;mitre;"Jose Leon Suarez";225634
12/2019;mitre;"Jose Leon Suarez";219481
12/2019;mitre;"Juan B. Justo";17634
12/2018;mitre;"Juan B. Justo";18843
12/2019;mitre;"L. De La Torre";59543
12/2019;mitre;"La Lucila";59966
12/2018;mitre;"La Lucila";51743
12/2018;mitre;"Lopez Camelo";57
12/2019;mitre;"Lopez Camelo";1511
12/2019;mitre;Malaver;27710
12/2018;mitre;Malaver;25828
12/2018;mitre;"Maq. Savio";2008
12/2019;mitre;"Maq. Savio";954
12/2019;mitre;Martinez;152799
12/2018;mitre;Martinez;150228
12/2018;mitre;Matheu;907
12/2019;mitre;Matheu;922
12/2019;mitre;Migueletes;28113
12/2018;mitre;Migueletes;40112
12/2018;mitre;Mitre;17348
12/2019;mitre;Mitre;48998
12/2019;mitre;Nuñez;100484
12/2018;mitre;Nuñez;87157
12/2018;mitre;Olivos;76069
12/2019;mitre;Olivos;108265
12/2019;mitre;Pueyrredon;66811
12/2018;mitre;Pueyrredon;68937
12/2018;mitre;"Retiro (Suarez-Mitre)";583005
12/2019;mitre;"Retiro (Suarez-Mitre)";554650
12/2019;mitre;"Retiro (Tigre)";713753
12/2018;mitre;"Retiro (Tigre)";688576
12/2018;mitre;Rivadavia;51179
12/2019;mitre;Rivadavia;101300
12/2019;mitre;Saavedra;33264
12/2018;mitre;Saavedra;40822
12/2018;mitre;"San Andres";45493
12/2019;mitre;"San Andres";40369
12/2019;mitre;"San Fernando";113498
12/2018;mitre;"San Fernando";91611
12/2018;mitre;"San Isidro";267353
12/2019;mitre;"San Isidro";278804
12/2019;mitre;"San Martin";219397
12/2018;mitre;"San Martin";219175
12/2018;mitre;Tigre;269686
12/2019;mitre;Tigre;299062
12/2019;mitre;Urquiza;216336
12/2018;mitre;Urquiza;216173
12/2018;mitre;"V. Ballester";139045
12/2019;mitre;"V. Ballester";147473
12/2019;mitre;"Vicente Lopez";80437
12/2018;mitre;"Vicente Lopez";81834
12/2018;mitre;"Victoria Elect";69276
12/2019;mitre;"Victoria Elect";77301
12/2019;mitre;Virreyes;138200
12/2018;mitre;Virreyes;132748
12/2018;mitre;Zarate;581
12/2019;mitre;Zarate;915
12/2019;mitre;Zelaya;286
12/2018;mitre;Zelaya;308
12/2018;roca;"A. De Elia";12
12/2018;roca;"A. Petion";4808
12/2019;roca;"A. Petion";5080
12/2019;roca;A.korn;206950
12/2018;roca;A.korn;192618
12/2019;roca;Abbot;664
12/2019;roca;Adrogue;271120
12/2018;roca;Adrogue;291166
12/2019;roca;Altamirano;472
12/2019;roca;Ardigo;150201
12/2018;roca;Ardigo;134124
12/2018;roca;Banfield;501573
12/2019;roca;Banfield;476176
12/2019;roca;Berazategui;283851
12/2018;roca;Berazategui;205276
12/2018;roca;Bernal;111737
12/2019;roca;Bernal;137357
12/2019;roca;Bosques;111340
12/2018;roca;Bosques;103979
12/2018;roca;Brandsen;137
12/2019;roca;Brandsen;1480
12/2018;roca;Brian;2
12/2018;roca;Burzaco;447091
12/2019;roca;Burzaco;422923
12/2019;roca;Calzada;154971
12/2018;roca;Calzada;144693
12/2018;roca;Canuelas;25908
12/2019;roca;Canuelas;27998
12/2019;roca;Chascomus;10422
12/2018;roca;Chascomus;121
12/2018;roca;"City Bell";40333
12/2019;roca;"City Bell";47797
12/2019;roca;Claypole;276256
12/2018;roca;Claypole;221629
12/2018;roca;Constitucion;3958497
12/2019;roca;Constitucion;3853020
12/2019;roca;"Dario Y Maxi";201088
12/2018;roca;"Dario Y Maxi";219828
12/2018;roca;"Don Bosco";46084
12/2019;roca;"Don Bosco";61528
12/2019;roca;"El Jaguel";178572
12/2018;roca;"El Jaguel";176919
12/2019;roca;"Emp. Lobos";365
12/2019;roca;Escalada;126397
12/2018;roca;Escalada;119281
12/2018;roca;Ezeiza;436366
12/2019;roca;Ezeiza;477839
12/2019;roca;Ezpeleta;184637
12/2018;roca;Ezpeleta;159641
12/2018;roca;"F. Varela";309044
12/2019;roca;"F. Varela";283997
12/2019;roca;Gandara;338
12/2019;roca;Gerli;116072
12/2018;roca;Gerli;143373
12/2018;roca;Glew;558439
12/2019;roca;Glew;498728
12/2019;roca;Gonnet;30167
12/2018;roca;Gonnet;18350
12/2018;roca;Guernica;131566
12/2019;roca;Guernica;189647
12/2019;roca;Gutierrez;3540
12/2018;roca;Gutierrez;5508
12/2018;roca;"H. Espanol";12
12/2018;roca;Haedo;2214
12/2019;roca;Haedo;31
12/2019;roca;Hudson;69514
12/2018;roca;Hudson;57843
12/2018;roca;"J. Marmol";52627
12/2019;roca;"J. Marmol";74271
12/2019;roca;Jeppener;2645
12/2018;roca;"Juan XXIII";1
12/2018;roca;Kloosterman;103
12/2019;roca;Kloosterman;531
12/2018;roca;"Km. 33";5
12/2018;roca;"Km. 34";11
12/2018;roca;"L. De Zamora";1007243
12/2019;roca;"L. De Zamora";996127
12/2019;roca;"L. Guillon";123053
12/2018;roca;"L. Guillon";120379
12/2018;roca;"La Noria";2
12/2018;roca;"La Plata";229855
12/2019;roca;"La Plata";317193
12/2019;roca;Lanus;800102
12/2018;roca;Lanus;814018
12/2018;roca;Levene;57
12/2019;roca;Levene;1116
12/2019;roca;Llavallol;86534
12/2018;roca;Llavallol;83439
12/2019;roca;Lobos;2233
12/2019;roca;Longchamps;440429
12/2018;roca;Longchamps;394560
12/2018;roca;"Maximo Paz";9414
12/2019;roca;"Maximo Paz";10204
12/2019;roca;Monte;3633
12/2018;roca;Monte;1
12/2018;roca;"Monte Grande";509488
12/2019;roca;"Monte Grande";526589
12/2019;roca;Pereyra;1395
12/2018;roca;Pereyra;1986
12/2018;roca;Platanos;42465
12/2019;roca;Platanos;46632
12/2018;roca;Policlinico;1
12/2018;roca;Quilmes;368441
12/2019;roca;Quilmes;402345
12/2019;roca;Ranelagh;44545
12/2018;roca;Ranelagh;30231
12/2018;roca;Ringuelet;7757
12/2019;roca;Ringuelet;12440
12/2019;roca;"San Justo";1
12/2018;roca;"San Justo";279
12/2018;roca;"Santa Sofia";11361
12/2019;roca;"Santa Sofia";9124
12/2019;roca;Sarandi;47873
12/2018;roca;Sarandi;44129
12/2018;roca;Sourigues;33070
12/2019;roca;Sourigues;41786
12/2019;roca;Spegazzini;13008
12/2018;roca;Spegazzini;12350
12/2018;roca;"Sta. Catalina";1
12/2018;roca;Tablada;277
12/2018;roca;Temperley;237125
12/2019;roca;Temperley;195357
12/2019;roca;Tolosa;19340
12/2018;roca;Tolosa;15017
12/2018;roca;"Tristan Suarez";21709
12/2019;roca;"Tristan Suarez";21563
12/2019;roca;Turdera;102239
12/2018;roca;Turdera;91303
12/2018;roca;"U. Ferroviaria";1905
12/2019;roca;"U. Ferroviaria";2257
12/2019;roca;Universitario;16453
12/2019;roca;Uribelarrea;634
12/2019;roca;"V. Casares";1345
12/2018;roca;"V. Casares";58
12/2018;roca;"V. Dominico";32465
12/2019;roca;"V. Dominico";50493
12/2019;roca;"Villa Elisa";45074
12/2018;roca;"Villa Elisa";34723
12/2018;roca;"Villa Espana";35418
12/2019;roca;"Villa Espana";38905
12/2019;roca;Wilde;81802
12/2018;roca;Wilde;58112
12/2018;roca;Yrigoyen;80989
12/2019;roca;Yrigoyen;64447
12/2019;roca;Zeballos;110986
12/2018;roca;Zeballos;95396
12/2018;sanmartin;Astolfi;6514
12/2019;sanmartin;Astolfi;14752
12/2019;sanmartin;"B. Vista";109472
12/2018;sanmartin;"B. Vista";92561
12/2018;sanmartin;Cabred;4161
12/2019;sanmartin;Cabred;5599
12/2019;sanmartin;Caseros;174244
12/2018;sanmartin;Caseros;131398
12/2018;sanmartin;Chacarita;42
12/2019;sanmartin;Chacarita;6
12/2019;sanmartin;Derqui;131229
12/2018;sanmartin;Derqui;154304
12/2018;sanmartin;Hurlingham;81329
12/2019;sanmartin;Hurlingham;89697
12/2019;sanmartin;"J.C. Paz";503671
12/2018;sanmartin;"J.C. Paz";422703
12/2018;sanmartin;Manzanares;2311
12/2019;sanmartin;Manzanares;3915
12/2019;sanmartin;Muniz;65849
12/2018;sanmartin;Muniz;52652
12/2018;sanmartin;Palermo;66
12/2019;sanmartin;Palermo;306959
12/2019;sanmartin;Palomar;124128
12/2018;sanmartin;Palomar;90222
12/2018;sanmartin;Paternal;9
12/2019;sanmartin;Paternal;2
12/2019;sanmartin;Pilar;124968
12/2018;sanmartin;Pilar;133868
12/2018;sanmartin;Retiro;6
12/2019;sanmartin;Retiro;438504
12/2019;sanmartin;"S. Lugares";34609
12/2018;sanmartin;"S. Lugares";20524
12/2018;sanmartin;"Saenz Pena";105706
12/2019;sanmartin;"Saenz Pena";95753
12/2019;sanmartin;"San Miguel";340385
12/2018;sanmartin;"San Miguel";291087
12/2018;sanmartin;"Sol Y Verde";79515
12/2019;sanmartin;"Sol Y Verde";78561
12/2019;sanmartin;"V. Devoto";140974
12/2018;sanmartin;"V. Devoto";103539
12/2018;sanmartin;"V. Parque";286902
12/2019;sanmartin;"V. Parque";206600
12/2019;sanmartin;"W. Morris";59308
12/2018;sanmartin;"W. Morris";58613
12/2018;sarmiento;Caballito;172089
12/2019;sarmiento;Caballito;177741
12/2019;sarmiento;Castelar;256068
12/2018;sarmiento;Castelar;251355
12/2018;sarmiento;Ciudadela;148051
12/2019;sarmiento;Ciudadela;150390
12/2019;sarmiento;Flores;283873
12/2018;sarmiento;Flores;261441
12/2018;sarmiento;Floresta;168229
12/2019;sarmiento;Floresta;191406
12/2019;sarmiento;Haedo;148186
12/2018;sarmiento;Haedo;146098
12/2018;sarmiento;Ituzaingo;274228
12/2019;sarmiento;Ituzaingo;288268
12/2019;sarmiento;Liniers;599561
12/2018;sarmiento;Liniers;459091
12/2018;sarmiento;Merlo;807747
12/2019;sarmiento;Merlo;860326
12/2019;sarmiento;Miserere;307
12/2018;sarmiento;Miserere;336
12/2018;sarmiento;Moreno;823200
12/2019;sarmiento;Moreno;858288
12/2019;sarmiento;Morón;927409
12/2018;sarmiento;Morón;862437
12/2018;sarmiento;Once;1616034
12/2019;sarmiento;Once;1623678
12/2019;sarmiento;"Paso del Rey";162389
12/2018;sarmiento;"Paso del Rey";205227
12/2018;sarmiento;"Ramos Mejía";418251
12/2019;sarmiento;"Ramos Mejía";446583
12/2019;sarmiento;"S.A de Padua";229179
12/2018;sarmiento;"S.A de Padua";240765
12/2018;sarmiento;"Villa Luro";94012
12/2019;sarmiento;"Villa Luro";95606
11/2019;belgranonorte;"Boulogne Sur";184155
11/2019;belgranonorte;Carapachay;21425
11/2019;belgranonorte;"Del Viso";72717
11/2019;belgranonorte;"Don Torcuato";128225
11/2019;belgranonorte;Florida;38316
11/2019;belgranonorte;"Grand Bourg";211961
11/2019;belgranonorte;"Ing. P. Nogués";104586
11/2019;belgranonorte;"Los Polvorines";134373
11/2019;belgranonorte;Munro;105646
11/2019;belgranonorte;"R. S. Ortíz";56085
11/2019;belgranonorte;Retiro;477011
11/2019;belgranonorte;"Villa Adelina";119975
11/2019;belgranonorte;"Villa Rosa";75180
11/2019;belgranosur;"Aldo Bonzi";2306
11/2018;belgranosur;"Aldo Bonzi";3474
11/2018;belgranosur;"Buenos Aires";8
11/2018;belgranosur;Castello;55932
11/2019;belgranosur;Castello;71371
11/2019;belgranosur;Castillo;49971
11/2018;belgranosur;Castillo;33129
11/2018;belgranosur;"Eva Duarte";44696
11/2019;belgranosur;"Eva Duarte";51228
11/2019;belgranosur;Fournier;42142
11/2018;belgranosur;Fournier;35378
11/2018;belgranosur;"G. Catan";152227
11/2019;belgranosur;"G. Catan";209819
11/2019;belgranosur;"I. Casanova";32452
11/2018;belgranosur;"I. Casanova";24860
11/2018;belgranosur;Illia;19827
11/2019;belgranosur;Illia;29475
11/2019;belgranosur;Independencia;132339
11/2018;belgranosur;Independencia;119729
11/2018;belgranosur;"J. Ingenieros";3840
11/2019;belgranosur;"J. Ingenieros";5440
11/2019;belgranosur;"KM. 12";2350
11/2018;belgranosur;"KM. 12";718
11/2018;belgranosur;Laferrere;200662
11/2019;belgranosur;Laferrere;230333
11/2019;belgranosur;Libertad;37833
11/2018;belgranosur;Libertad;28432
11/2018;belgranosur;"M. Belgrano";38764
11/2019;belgranosur;"M. Belgrano";43354
11/2019;belgranosur;Mendeville;3144
11/2018;belgranosur;Mendeville;5595
11/2018;belgranosur;"Merlo Gomez";20636
11/2019;belgranosur;"Merlo Gomez";23805
11/2019;belgranosur;"Puente Alsina";1
11/2019;belgranosur;Querandi;33752
11/2018;belgranosur;Querandi;27469
11/2018;belgranosur;Saenz;236708
11/2019;belgranosur;Saenz;266859
11/2019;belgranosur;Tapiales;40018
11/2018;belgranosur;Tapiales;33012
11/2018;belgranosur;"V. Madero";66791
11/2019;belgranosur;"V. Madero";79592
11/2019;belgranosur;"V. Soldati";43958
11/2018;belgranosur;"V. Soldati";35381
11/2018;belgranosur;V.lugano;82188
11/2019;belgranosur;V.lugano;106621
11/2019;belgranosur;Villegas;6558
11/2018;belgranosur;Villegas;5411
11/2018;mitre;"3 De Febrero";76475
11/2019;mitre;"3 De Febrero";64330
11/2019;mitre;Acassuso;70820
11/2018;mitre;Acassuso;57235
11/2018;mitre;Beccar;66628
11/2019;mitre;Beccar;82104
11/2019;mitre;"Belgrano C.";341564
11/2018;mitre;"Belgrano C.";300390
11/2018;mitre;"Belgrano R.";193854
11/2019;mitre;"Belgrano R.";187319
11/2019;mitre;Benavidez;411
11/2018;mitre;Benavidez;601
11/2018;mitre;Carranza;195908
11/2019;mitre;Carranza;173488
11/2019;mitre;Carupa;113602
11/2018;mitre;Carupa;84778
11/2018;mitre;Centrangolo;16767
11/2019;mitre;Centrangolo;15274
11/2019;mitre;Chilavert;50761
11/2018;mitre;Chilavert;54072
11/2018;mitre;Coghlan;33864
11/2019;mitre;Coghlan;29877
11/2019;mitre;Colegiales;91061
11/2018;mitre;Colegiales;87618
11/2018;mitre;Drago;52965
11/2019;mitre;Drago;48175
11/2019;mitre;"El Talar";25
11/2018;mitre;"El Talar";96
11/2018;mitre;Escobar;3354
11/2019;mitre;Escobar;1952
11/2019;mitre;Florida;19793
11/2018;mitre;Florida;23080
11/2018;mitre;Garin;918
11/2019;mitre;Garin;1258
11/2019;mitre;"Jose Leon Suarez";205216
11/2018;mitre;"Jose Leon Suarez";251090
11/2018;mitre;"Juan B. Justo";22423
11/2019;mitre;"Juan B. Justo";17768
11/2019;mitre;"L. De La Torre";57344
11/2019;mitre;"La Lucila";69006
11/2018;mitre;"La Lucila";60289
11/2018;mitre;"Lopez Camelo";592
11/2019;mitre;"Lopez Camelo";625
11/2019;mitre;Malaver;29889
11/2018;mitre;Malaver;32321
11/2018;mitre;"Maq. Savio";2075
11/2019;mitre;"Maq. Savio";1621
11/2019;mitre;Martinez;164181
11/2018;mitre;Martinez;167212
11/2018;mitre;Matheu;1076
11/2019;mitre;Matheu;1164
11/2019;mitre;Migueletes;35296
11/2018;mitre;Migueletes;49960
11/2018;mitre;Mitre;66075
11/2019;mitre;Mitre;56653
11/2019;mitre;NuÃ±ez;128454
11/2018;mitre;Nuñez;106138
11/2018;mitre;Olivos;88507
11/2019;mitre;Olivos;115058
11/2019;mitre;Pueyrredon;72143
11/2018;mitre;Pueyrredon;80234
11/2018;mitre;"Retiro (Suarez-Mitre)";632640
11/2019;mitre;"Retiro (Suarez-Mitre)";576650
11/2019;mitre;"Retiro (Tigre)";709713
11/2018;mitre;"Retiro (Tigre)";768854
11/2018;mitre;Rivadavia;57912
11/2019;mitre;Rivadavia;117453
11/2019;mitre;Saavedra;36134
11/2018;mitre;Saavedra;44872
11/2018;mitre;"San Andres";54697
11/2019;mitre;"San Andres";42932
11/2019;mitre;"San Fernando";122765
11/2018;mitre;"San Fernando";97096
11/2018;mitre;"San Isidro";296071
11/2019;mitre;"San Isidro";293417
11/2019;mitre;"San Martin";225698
11/2018;mitre;"San Martin";241702
11/2018;mitre;Tigre;294574
11/2019;mitre;Tigre;323670
11/2019;mitre;Urquiza;228824
11/2018;mitre;Urquiza;240793
11/2018;mitre;"V. Ballester";153932
11/2019;mitre;"V. Ballester";151266
11/2019;mitre;"Vicente Lopez";88138
11/2018;mitre;"Vicente Lopez";95562
11/2018;mitre;"Victoria Elect";79727
11/2019;mitre;"Victoria Elect";82697
11/2019;mitre;Virreyes;144211
11/2018;mitre;Virreyes;149074
11/2018;mitre;Zarate;803
11/2019;mitre;Zarate;648
11/2019;mitre;Zelaya;308
11/2018;mitre;Zelaya;399
11/2018;roca;"A. De Elia";3
11/2018;roca;"A. Petion";5927
11/2019;roca;"A. Petion";5017
11/2019;roca;A.korn;199808
11/2018;roca;A.korn;208114
11/2019;roca;Abbot;853
11/2019;roca;Adrogue;298910
11/2018;roca;Adrogue;318368
11/2018;roca;Altamirano;1
11/2019;roca;Altamirano;464
11/2019;roca;Ardigo;155145
11/2018;roca;Ardigo;131934
11/2018;roca;Banfield;570957
11/2019;roca;Banfield;534726
11/2019;roca;Berazategui;306288
11/2018;roca;Berazategui;255501
11/2018;roca;Bernal;142304
11/2019;roca;Bernal;179141
11/2019;roca;Bosques;105720
11/2018;roca;Bosques;105934
11/2018;roca;Brandsen;140
11/2019;roca;Brandsen;1718
11/2018;roca;Brian;1
11/2018;roca;Burzaco;514206
11/2019;roca;Burzaco;463862
11/2019;roca;Calzada;162316
11/2018;roca;Calzada;154286
11/2018;roca;Canuelas;27529
11/2019;roca;Canuelas;29639
11/2019;roca;Chascomus;9131
11/2018;roca;Chascomus;237
11/2018;roca;"City Bell";43745
11/2019;roca;"City Bell";54122
11/2019;roca;Claypole;290918
11/2018;roca;Claypole;271229
11/2018;roca;Constitucion;4192582
11/2019;roca;Constitucion;4213555
11/2019;roca;"Dario Y Maxi";242732
11/2018;roca;"Dario Y Maxi";276339
11/2018;roca;"Don Bosco";58967
11/2019;roca;"Don Bosco";63427
11/2019;roca;"El Jaguel";188973
11/2018;roca;"El Jaguel";200200
11/2019;roca;"Emp. Lobos";379
11/2019;roca;Escalada;154786
11/2018;roca;Escalada;143320
11/2018;roca;Ezeiza;381684
11/2019;roca;Ezeiza;489188
11/2019;roca;Ezpeleta;202167
11/2018;roca;Ezpeleta;200545
11/2018;roca;"F. Varela";281153
11/2019;roca;"F. Varela";304142
11/2019;roca;Gandara;274
11/2019;roca;Gerli;129488
11/2018;roca;Gerli;158475
11/2018;roca;Glew;625419
11/2019;roca;Glew;550361
11/2019;roca;Gonnet;33899
11/2018;roca;Gonnet;27502
11/2018;roca;Guernica;140900
11/2019;roca;Guernica;201038
11/2019;roca;Gutierrez;3971
11/2018;roca;Gutierrez;6431
11/2018;roca;"H. Espanol";14
11/2018;roca;Haedo;2243
11/2019;roca;Haedo;14
11/2019;roca;Hudson;75958
11/2018;roca;Hudson;64843
11/2018;roca;"J. Marmol";55502
11/2019;roca;"J. Marmol";81700
11/2019;roca;Jeppener;2187
11/2018;roca;Jeppener;4
11/2018;roca;"Juan XXIII";1
11/2018;roca;Kloosterman;131
11/2019;roca;Kloosterman;582
11/2018;roca;"Km. 33";4
11/2018;roca;"Km. 34";14
11/2018;roca;"L. De Zamora";1030635
11/2019;roca;"L. De Zamora";1067432
11/2019;roca;"L. Guillon";138823
11/2018;roca;"L. Guillon";136139
11/2018;roca;"La Noria";4
11/2018;roca;"La Plata";300472
11/2019;roca;"La Plata";353997
11/2019;roca;Lanus;869694
11/2018;roca;Lanus;890430
11/2018;roca;Levene;63
11/2019;roca;Levene;1761
11/2019;roca;Llavallol;98100
11/2018;roca;Llavallol;91191
11/2019;roca;Lobos;2513
11/2019;roca;Longchamps;464650
11/2018;roca;Longchamps;456571
11/2018;roca;"Maximo Paz";5702
11/2019;roca;"Maximo Paz";10667
11/2019;roca;Monte;4781
11/2018;roca;Monte;1
11/2018;roca;"Monte Grande";552226
11/2019;roca;"Monte Grande";548588
11/2019;roca;Pereyra;4464
11/2018;roca;Pereyra;3103
11/2018;roca;Platanos;49403
11/2019;roca;Platanos;52400
11/2018;roca;Policlinico;52
11/2018;roca;Quilmes;389528
11/2019;roca;Quilmes;425628
11/2019;roca;Ranelagh;49875
11/2018;roca;Ranelagh;38501
11/2018;roca;Ringuelet;9596
11/2019;roca;Ringuelet;14219
11/2019;roca;"San Justo";6
11/2018;roca;"San Justo";343
11/2018;roca;"Santa Sofia";13375
11/2019;roca;"Santa Sofia";9351
11/2019;roca;Sarandi;54999
11/2018;roca;Sarandi;49865
11/2018;roca;Sourigues;41252
11/2019;roca;Sourigues;44580
11/2019;roca;Spegazzini;14101
11/2018;roca;Spegazzini;13951
11/2018;roca;"Sta. Catalina";1
11/2018;roca;Tablada;305
11/2019;roca;Tablada;3
11/2019;roca;Temperley;231146
11/2018;roca;Temperley;285294
11/2018;roca;Tolosa;10617
11/2019;roca;Tolosa;19281
11/2019;roca;"Tristan Suarez";23984
11/2018;roca;"Tristan Suarez";28131
11/2018;roca;Turdera;95855
11/2019;roca;Turdera;113223
11/2019;roca;"U. Ferroviaria";2700
11/2018;roca;"U. Ferroviaria";2517
11/2019;roca;Universitario;28805
11/2019;roca;Uribelarrea;868
11/2019;roca;"V. Casares";1424
11/2018;roca;"V. Casares";126
11/2018;roca;"V. Dominico";22017
11/2019;roca;"V. Dominico";56849
11/2019;roca;"Villa Elisa";48789
11/2018;roca;"Villa Elisa";43083
11/2018;roca;"Villa Espana";40134
11/2019;roca;"Villa Espana";42721
11/2019;roca;Wilde;93205
11/2018;roca;Wilde;78117
11/2018;roca;Yrigoyen;94917
11/2019;roca;Yrigoyen;82350
11/2019;roca;Zeballos;115190
11/2018;roca;Zeballos;98874
11/2018;sanmartin;Astolfi;14886
11/2019;sanmartin;Astolfi;15264
11/2019;sanmartin;"B. Vista";120066
11/2018;sanmartin;"B. Vista";103246
11/2018;sanmartin;Cabred;4040
11/2019;sanmartin;Cabred;5495
11/2019;sanmartin;Caseros;189915
11/2018;sanmartin;Caseros;151377
11/2018;sanmartin;Chacarita;33
11/2019;sanmartin;Chacarita;30
11/2019;sanmartin;Derqui;145520
11/2018;sanmartin;Derqui;168810
11/2018;sanmartin;Hurlingham;91310
11/2019;sanmartin;Hurlingham;102344
11/2019;sanmartin;"J.C. Paz";502216
11/2018;sanmartin;"J.C. Paz";423431
11/2018;sanmartin;Manzanares;2853
11/2019;sanmartin;Manzanares;4034
11/2019;sanmartin;Muniz;72677
11/2018;sanmartin;Muniz;54938
11/2018;sanmartin;Palermo;192
11/2019;sanmartin;Palermo;325966
11/2019;sanmartin;Palomar;126756
11/2018;sanmartin;Palomar;95883
11/2018;sanmartin;Paternal;13
11/2019;sanmartin;Paternal;1
11/2019;sanmartin;Pilar;141285
11/2018;sanmartin;Pilar;160445
11/2018;sanmartin;Retiro;31
11/2019;sanmartin;Retiro;442834
11/2019;sanmartin;"S. Lugares";35525
11/2018;sanmartin;"S. Lugares";23088
11/2018;sanmartin;"Saenz Pena";108016
11/2019;sanmartin;"Saenz Pena";102903
11/2019;sanmartin;"San Miguel";347155
11/2018;sanmartin;"San Miguel";294931
11/2018;sanmartin;"Sol Y Verde";92185
11/2019;sanmartin;"Sol Y Verde";80667
11/2019;sanmartin;"V. Devoto";148903
11/2018;sanmartin;"V. Devoto";117520
11/2018;sanmartin;"V. Parque";310785
11/2019;sanmartin;"V. Parque";208309
11/2019;sanmartin;"W. Morris";61282
11/2018;sanmartin;"W. Morris";61438
11/2018;sarmiento;Caballito;190927
11/2019;sarmiento;Caballito;204140
11/2019;sarmiento;Castelar;280946
11/2018;sarmiento;Castelar;259034
11/2018;sarmiento;Ciudadela;156530
11/2019;sarmiento;Ciudadela;166459
11/2019;sarmiento;Flores;275102
11/2018;sarmiento;Flores;216072
11/2018;sarmiento;Floresta;145447
11/2019;sarmiento;Floresta;172552
11/2019;sarmiento;Haedo;168738
11/2018;sarmiento;Haedo;162532
11/2018;sarmiento;Ituzaingo;292395
