mes;linea;estacion;cantidad
03/2019;sarmiento;Miserere;273
03/2020;sarmiento;Miserere;122
03/2020;sarmiento;Moreno;496891
03/2018;sarmiento;Moreno;859442
03/2019;sarmiento;Moreno;817583
03/2019;sarmiento;Morón;897291
03/2018;sarmiento;Morón;931808
03/2020;sarmiento;Morón;533341
03/2020;sarmiento;Once;901159
03/2018;sarmiento;Once;1590417
03/2019;sarmiento;Once;1669895
03/2019;sarmiento;"Paso del Rey";229531
03/2018;sarmiento;"Paso del Rey";202873
03/2020;sarmiento;"Paso del Rey";106735
03/2020;sarmiento;"Ramos Mejía";229953
03/2019;sarmiento;"Ramos Mejía";460616
03/2018;sarmiento;"Ramos Mejía";380754
03/2018;sarmiento;"S.A de Padua";256999
03/2019;sarmiento;"S.A de Padua";255982
03/2020;sarmiento;"S.A de Padua";139908
03/2020;sarmiento;"Villa Luro";50453
03/2018;sarmiento;"Villa Luro";90592
03/2019;sarmiento;"Villa Luro";107770
02/2020;belgranonorte;"A. del Valle ";16802
02/2020;belgranonorte;"Boulogne Sur";157123
02/2019;belgranonorte;"Boulogne Sur";166882
02/2020;belgranonorte;Carapachay;41521
02/2020;belgranonorte;"Del Viso";65181
02/2020;belgranonorte;"Don Torcuato";113136
02/2019;belgranonorte;"Don Torcuato";120224
02/2019;belgranonorte;Florida;36524
02/2020;belgranonorte;Florida;32482
02/2020;belgranonorte;"Grand Bourg";187765
02/2019;belgranonorte;"Grand Bourg";190724
02/2019;belgranonorte;"Ing. P. Nogués";104087
02/2020;belgranonorte;"Ing. P. Nogués";89040
02/2020;belgranonorte;"Los Polvorines";121166
02/2019;belgranonorte;"Los Polvorines";124584
02/2019;belgranonorte;Munro;95844
02/2020;belgranonorte;Munro;82856
02/2020;belgranonorte;"R. S. Ortíz";35686
02/2019;belgranonorte;"R. S. Ortíz";36461
02/2019;belgranonorte;Retiro;538013
02/2020;belgranonorte;Retiro;394183
02/2020;belgranonorte;"Villa Adelina";85337
02/2019;belgranonorte;"Villa Adelina";118923
02/2020;belgranonorte;"Villa Rosa";69461
02/2020;belgranosur;"20 de Junio";1244
02/2020;belgranosur;"Aldo Bonzi";2549
02/2018;belgranosur;"Aldo Bonzi";5698
02/2019;belgranosur;"Aldo Bonzi";2214
02/2018;belgranosur;"Buenos Aires";125439
02/2019;belgranosur;"Buenos Aires";3
02/2020;belgranosur;"Buenos Aires";50
02/2020;belgranosur;Castello;64224
02/2018;belgranosur;Castello;38130
02/2019;belgranosur;Castello;59286
02/2018;belgranosur;Castillo;27627
02/2019;belgranosur;Castillo;28626
02/2020;belgranosur;Castillo;41180
02/2020;belgranosur;"Eva Duarte";43879
02/2018;belgranosur;"Eva Duarte";33944
02/2019;belgranosur;"Eva Duarte";42989
02/2018;belgranosur;Fournier;24722
02/2019;belgranosur;Fournier;31673
02/2020;belgranosur;Fournier;33122
02/2020;belgranosur;"G. Catan";198808
02/2019;belgranosur;"G. Catan";148313
02/2018;belgranosur;"G. Catan";155446
02/2019;belgranosur;"I. Casanova";21400
02/2018;belgranosur;"I. Casanova";19263
02/2020;belgranosur;"I. Casanova";26944
02/2020;belgranosur;Illia;22906
02/2019;belgranosur;Illia;14166
02/2018;belgranosur;Illia;13506
02/2019;belgranosur;Independencia;114744
02/2018;belgranosur;Independencia;101469
02/2020;belgranosur;Independencia;120282
02/2020;belgranosur;"J. Ingenieros";4424
02/2018;belgranosur;"J. Ingenieros";3740
02/2019;belgranosur;"J. Ingenieros";3482
02/2019;belgranosur;"KM. 12";1291
02/2020;belgranosur;"KM. 12";1879
02/2020;belgranosur;"La Salada";1
02/2020;belgranosur;Laferrere;210564
02/2019;belgranosur;Laferrere;195340
02/2018;belgranosur;Laferrere;167371
02/2018;belgranosur;Libertad;25668
02/2019;belgranosur;Libertad;24551
02/2020;belgranosur;Libertad;30993
02/2020;belgranosur;"M. Belgrano";35211
02/2018;belgranosur;"M. Belgrano";27565
02/2019;belgranosur;"M. Belgrano";35022
02/2019;belgranosur;Mendeville;2640
02/2018;belgranosur;Mendeville;2376
02/2020;belgranosur;Mendeville;4540
02/2020;belgranosur;"Merlo Gomez";18218
02/2019;belgranosur;"Merlo Gomez";18911
02/2018;belgranosur;"Merlo Gomez";19122
02/2018;belgranosur;"Puente Alsina";1
02/2019;belgranosur;Querandi;19027
02/2018;belgranosur;Querandi;14314
02/2020;belgranosur;Querandi;20846
02/2020;belgranosur;Saenz;262433
02/2019;belgranosur;Saenz;233308
02/2018;belgranosur;Saenz;116232
02/2019;belgranosur;Tapiales;28887
02/2018;belgranosur;Tapiales;25230
02/2020;belgranosur;Tapiales;33533
02/2020;belgranosur;"V. Madero";70240
02/2019;belgranosur;"V. Madero";62309
02/2018;belgranosur;"V. Madero";48255
02/2019;belgranosur;"V. Soldati";31537
02/2018;belgranosur;"V. Soldati";20481
02/2020;belgranosur;"V. Soldati";34764
02/2020;belgranosur;V.lugano;88024
02/2018;belgranosur;V.lugano;37822
02/2019;belgranosur;V.lugano;78583
02/2019;belgranosur;Villegas;4505
02/2018;belgranosur;Villegas;5475
02/2020;belgranosur;Villegas;5095
02/2020;mitre;"3 De Febrero";52418
02/2019;mitre;"3 De Febrero";59047
02/2018;mitre;"3 De Febrero";31791
02/2019;mitre;Acassuso;34665
02/2018;mitre;Acassuso;46193
02/2020;mitre;Acassuso;53664
02/2020;mitre;Beccar;65682
02/2018;mitre;Beccar;52760
02/2019;mitre;Beccar;39845
02/2018;mitre;"Belgrano C.";273020
02/2019;mitre;"Belgrano C.";8694
02/2020;mitre;"Belgrano C.";314610
02/2020;mitre;"Belgrano R.";143751
02/2019;mitre;"Belgrano R.";161854
02/2018;mitre;"Belgrano R.";145033
02/2019;mitre;Benavidez;593
02/2018;mitre;Benavidez;809
02/2020;mitre;Benavidez;719
02/2020;mitre;"Capilla Del Señor";523
02/2018;mitre;"Capilla Del Señor";3
02/2018;mitre;Carranza;151190
02/2019;mitre;Carranza;154784
02/2020;mitre;Carranza;129682
02/2020;mitre;Carupa;94056
02/2018;mitre;Carupa;99876
02/2019;mitre;Carupa;65951
02/2018;mitre;Centrangolo;13336
02/2019;mitre;Centrangolo;14056
02/2020;mitre;Centrangolo;11692
02/2020;mitre;Chilavert;41533
02/2019;mitre;Chilavert;48668
02/2018;mitre;Chilavert;36632
02/2018;mitre;Coghlan;28338
02/2019;mitre;Coghlan;29040
02/2020;mitre;Coghlan;24442
02/2020;mitre;Colegiales;68375
02/2019;mitre;Colegiales;78883
02/2018;mitre;Colegiales;68882
02/2019;mitre;Drago;43662
02/2018;mitre;Drago;28617
02/2020;mitre;Drago;42916
02/2020;mitre;"El Talar";33
02/2019;mitre;"El Talar";61
02/2018;mitre;"El Talar";39
02/2019;mitre;Escobar;2640
02/2018;mitre;Escobar;4045
02/2020;mitre;Escobar;3166
02/2020;mitre;Florida;14650
02/2019;mitre;Florida;18323
02/2018;mitre;Florida;16444
02/2019;mitre;Garin;1301
02/2018;mitre;Garin;712
02/2020;mitre;Garin;1134
02/2020;mitre;"Jose Leon Suarez";191265
02/2018;mitre;"Jose Leon Suarez";211667
02/2019;mitre;"Jose Leon Suarez";212917
02/2019;mitre;"Juan B. Justo";19964
02/2018;mitre;"Juan B. Justo";12517
02/2020;mitre;"Juan B. Justo";14570
02/2020;mitre;"L. De La Torre";57297
02/2020;mitre;"La Lucila";49324
02/2019;mitre;"La Lucila";26529
02/2018;mitre;"La Lucila";44707
02/2019;mitre;"Lopez Camelo";5
02/2020;mitre;"Lopez Camelo";890
02/2018;mitre;"Los Cardales";24
02/2018;mitre;Malaver;23753
02/2019;mitre;Malaver;27152
02/2020;mitre;Malaver;24333
02/2020;mitre;"Maq. Savio";1313
02/2019;mitre;"Maq. Savio";1459
02/2018;mitre;"Maq. Savio";2128
02/2019;mitre;Martinez;99373
02/2018;mitre;Martinez;132394
02/2020;mitre;Martinez;127502
02/2018;mitre;Matheu;1581
02/2019;mitre;Matheu;999
02/2019;mitre;Migueletes;43344
02/2018;mitre;Migueletes;15346
02/2020;mitre;Migueletes;29925
02/2020;mitre;Mitre;49179
02/2018;mitre;Mitre;58688
02/2019;mitre;Mitre;107582
02/2019;mitre;Nuñez;189356
02/2018;mitre;Nuñez;80285
02/2020;mitre;Nuñez;89303
02/2020;mitre;Olivos;89711
02/2019;mitre;Olivos;64385
02/2018;mitre;Olivos;61302
02/2018;mitre;Pueyrredon;54696
02/2019;mitre;Pueyrredon;66844
02/2020;mitre;Pueyrredon;59003
02/2020;mitre;"Retiro (Suarez-Mitre)";507518
02/2018;mitre;"Retiro (Suarez-Mitre)";585384
02/2019;mitre;"Retiro (Suarez-Mitre)";487011
02/2018;mitre;"Retiro (Tigre)";552590
02/2019;mitre;"Retiro (Tigre)";200998
02/2020;mitre;"Retiro (Tigre)";669417
02/2020;mitre;Rivadavia;95002
02/2019;mitre;Rivadavia;101157
02/2018;mitre;Rivadavia;119126
02/2018;mitre;Saavedra;37451
02/2019;mitre;Saavedra;34776
02/2020;mitre;Saavedra;27669
02/2020;mitre;"San Andres";35060
02/2018;mitre;"San Andres";23747
02/2019;mitre;"San Andres";42022
02/2019;mitre;"San Fernando";85204
02/2018;mitre;"San Fernando";68543
02/2020;mitre;"San Fernando";92918
02/2020;mitre;"San Isidro";245847
02/2018;mitre;"San Isidro";251929
02/2019;mitre;"San Isidro";216732
02/2018;mitre;"San Martin";210890
02/2019;mitre;"San Martin";198483
02/2020;mitre;"San Martin";222686
02/2020;mitre;Tigre;316399
02/2018;mitre;Tigre;322403
02/2019;mitre;Tigre;240232
02/2019;mitre;Urquiza;200012
02/2018;mitre;Urquiza;193751
02/2020;mitre;Urquiza;185762
02/2020;mitre;"V. Ballester";130635
02/2018;mitre;"V. Ballester";120212
02/2019;mitre;"V. Ballester";135012
02/2019;mitre;"Vicente Lopez";44091
02/2018;mitre;"Vicente Lopez";79111
02/2020;mitre;"Vicente Lopez";75567
02/2020;mitre;"Victoria Elect";64559
02/2019;mitre;"Victoria Elect";51976
02/2018;mitre;"Victoria Elect";59277
02/2018;mitre;Virreyes;118969
02/2019;mitre;Virreyes;107536
02/2020;mitre;Virreyes;123239
02/2020;mitre;Zarate;1334
02/2019;mitre;Zarate;1147
02/2018;mitre;Zarate;1661
02/2019;mitre;Zelaya;272
02/2018;roca;"A. De Elia";30
02/2019;roca;"A. De Elia";8
02/2018;roca;"A. Petion";4882
02/2019;roca;"A. Petion";4693
02/2020;roca;"A. Petion";4395
02/2020;roca;A.korn;206008
02/2018;roca;A.korn;197551
02/2019;roca;A.korn;192668
02/2020;roca;Abbot;646
02/2020;roca;Adrogue;234554
02/2019;roca;Adrogue;260831
02/2018;roca;Adrogue;218885
02/2018;roca;Altamirano;5
02/2020;roca;Altamirano;643
02/2020;roca;Ardigo;132905
02/2019;roca;Ardigo;134214
02/2018;roca;Ardigo;91162
02/2018;roca;Banfield;482117
02/2019;roca;Banfield;468061
02/2020;roca;Banfield;408769
02/2020;roca;Berazategui;257369
02/2018;roca;Berazategui;190437
02/2019;roca;Berazategui;227973
02/2018;roca;Bernal;67156
02/2019;roca;Bernal;121419
02/2020;roca;Bernal;127366
02/2020;roca;Bosques;99252
02/2018;roca;Bosques;68642
02/2019;roca;Bosques;102166
02/2019;roca;Brandsen;301
02/2018;roca;Brandsen;1849
02/2020;roca;Brandsen;1345
02/2018;roca;Brian;3
02/2019;roca;Brian;3
02/2019;roca;Burzaco;419739
02/2018;roca;Burzaco;424676
02/2020;roca;Burzaco;375627
02/2020;roca;Calzada;137891
02/2018;roca;Calzada;131806
02/2019;roca;Calzada;139553
02/2018;roca;Canuelas;25593
02/2019;roca;Canuelas;25876
02/2020;roca;Canuelas;29559
02/2020;roca;Chascomus;30147
02/2019;roca;Chascomus;1306
02/2018;roca;Chascomus;12683
02/2018;roca;"City Bell";34668
02/2019;roca;"City Bell";40911
02/2020;roca;"City Bell";45336
02/2020;roca;Claypole;237160
02/2019;roca;Claypole;226575
02/2018;roca;Claypole;254363
02/2019;roca;Constitucion;3859969
02/2018;roca;Constitucion;3647869
02/2020;roca;Constitucion;3535035
02/2020;roca;"Dario Y Maxi";177341
02/2019;roca;"Dario Y Maxi";215511
02/2018;roca;"Dario Y Maxi";222058
02/2019;roca;"Don Bosco";52178
02/2018;roca;"Don Bosco";21712
02/2020;roca;"Don Bosco";53585
02/2020;roca;"El Jaguel";157963
02/2019;roca;"El Jaguel";169896
02/2018;roca;"El Jaguel";162635
02/2020;roca;"Emp. Lobos";302
02/2020;roca;Escalada;141850
02/2018;roca;Escalada;104700
02/2019;roca;Escalada;130777
02/2018;roca;Ezeiza;429200
02/2019;roca;Ezeiza;441300
02/2020;roca;Ezeiza;422698
02/2020;roca;Ezpeleta;166124
02/2018;roca;Ezpeleta;122352
02/2019;roca;Ezpeleta;167826
02/2018;roca;"F. Varela";213784
02/2019;roca;"F. Varela";298171
02/2020;roca;"F. Varela";260548
02/2020;roca;Gandara;159
02/2020;roca;Gerli;101724
02/2019;roca;Gerli;127917
02/2018;roca;Gerli;125869
02/2019;roca;Glew;517075
02/2018;roca;Glew;554992
02/2020;roca;Glew;449506
02/2020;roca;Gonnet;30466
02/2019;roca;Gonnet;30053
02/2018;roca;Gonnet;18242
02/2018;roca;Guernica;99338
02/2019;roca;Guernica;152867
02/2020;roca;Guernica;180962
02/2020;roca;Gutierrez;2994
02/2018;roca;Gutierrez;5649
02/2019;roca;Gutierrez;5776
02/2018;roca;"H. Espanol";1
02/2019;roca;"H. Espanol";7
02/2018;roca;Haedo;3008
02/2019;roca;Haedo;1881
02/2020;roca;Haedo;11
02/2020;roca;Hudson;66641
02/2019;roca;Hudson;65775
02/2018;roca;Hudson;40376
02/2018;roca;"J. Marmol";59197
02/2019;roca;"J. Marmol";51796
02/2020;roca;"J. Marmol";65242
02/2020;roca;Jeppener;2809
02/2018;roca;"Juan XXIII";12
02/2019;roca;"Juan XXIII";3
02/2018;roca;Kloosterman;162
02/2019;roca;Kloosterman;525
02/2020;roca;Kloosterman;631
02/2018;roca;"Km. 33";15
02/2019;roca;"Km. 33";7
02/2018;roca;"Km. 34";9
02/2019;roca;"Km. 34";4
02/2019;roca;"L. De Zamora";950900
02/2018;roca;"L. De Zamora";962047
02/2020;roca;"L. De Zamora";933209
02/2020;roca;"L. Guillon";109896
02/2019;roca;"L. Guillon";115401
02/2018;roca;"L. Guillon";107367
02/2019;roca;"La Plata";289200
02/2018;roca;"La Plata";237314
02/2020;roca;"La Plata";346169
02/2020;roca;Lanus;732045
02/2019;roca;Lanus;741404
02/2018;roca;Lanus;730422
02/2018;roca;Levene;173
02/2019;roca;Levene;771
02/2020;roca;Levene;1439
02/2020;roca;Llavallol;76189
02/2018;roca;Llavallol;70748
02/2019;roca;Llavallol;79234
02/2020;roca;Lobos;2015
02/2020;roca;Longchamps;394793
02/2019;roca;Longchamps;383635
02/2018;roca;Longchamps;407238
02/2019;roca;"Maximo Paz";11475
02/2018;roca;"Maximo Paz";10755
02/2020;roca;"Maximo Paz";9889
02/2020;roca;Monte;6526
02/2018;roca;Monte;4
02/2019;roca;Monte;35
02/2018;roca;"Monte Grande";481015
02/2019;roca;"Monte Grande";491833
02/2020;roca;"Monte Grande";473039
02/2020;roca;Pereyra;1357
02/2018;roca;Pereyra;316
02/2019;roca;Pereyra;1580
02/2018;roca;Platanos;14440
02/2019;roca;Platanos;44576
02/2020;roca;Platanos;43531
02/2020;roca;Quilmes;389845
02/2018;roca;Quilmes;201035
02/2019;roca;Quilmes;369581
02/2018;roca;Ranelagh;6654
02/2019;roca;Ranelagh;28734
02/2020;roca;Ranelagh;39932
02/2020;roca;Ringuelet;12309
02/2018;roca;Ringuelet;92
02/2019;roca;Ringuelet;8590
02/2019;roca;"San Justo";248
02/2018;roca;"San Justo";269
02/2020;roca;"San Justo";3
02/2020;roca;"Santa Sofia";7783
02/2018;roca;"Santa Sofia";11331
02/2019;roca;"Santa Sofia";10282
02/2019;roca;Sarandi;46120
02/2018;roca;Sarandi;33326
02/2020;roca;Sarandi;45420
02/2020;roca;Sourigues;37498
02/2019;roca;Sourigues;34760
02/2018;roca;Sourigues;13067
02/2018;roca;Spegazzini;7274
02/2019;roca;Spegazzini;12613
02/2020;roca;Spegazzini;12108
02/2020;roca;Tablada;1
02/2018;roca;Tablada;37
02/2019;roca;Tablada;278
02/2018;roca;Temperley;227827
02/2019;roca;Temperley;214126
02/2020;roca;Temperley;179624
02/2020;roca;Tolosa;18232
02/2019;roca;Tolosa;16906
02/2018;roca;Tolosa;1104
02/2019;roca;"Tristan Suarez";21754
02/2018;roca;"Tristan Suarez";16096
02/2020;roca;"Tristan Suarez";20405
02/2020;roca;Turdera;87773
02/2018;roca;Turdera;75699
02/2019;roca;Turdera;87986
02/2019;roca;"U. Ferroviaria";1876
02/2018;roca;"U. Ferroviaria";271
02/2020;roca;"U. Ferroviaria";2121
02/2020;roca;Universitario;34272
02/2020;roca;Uribelarrea;665
02/2020;roca;"V. Casares";1172
02/2019;roca;"V. Casares";1242
02/2018;roca;"V. Casares";142
02/2019;roca;"V. Dominico";45384
02/2018;roca;"V. Dominico";22425
02/2020;roca;"V. Dominico";44954
02/2020;roca;"Villa Elisa";41385
02/2018;roca;"Villa Elisa";29864
02/2019;roca;"Villa Elisa";40095
02/2018;roca;"Villa Espana";11860
02/2019;roca;"Villa Espana";32304
02/2020;roca;"Villa Espana";33460
02/2020;roca;Wilde;76632
02/2019;roca;Wilde;75898
02/2018;roca;Wilde;42946
02/2019;roca;Yrigoyen;81313
02/2018;roca;Yrigoyen;74074
02/2020;roca;Yrigoyen;59368
02/2020;roca;Zeballos;105017
02/2018;roca;Zeballos;68201
02/2019;roca;Zeballos;103797
02/2018;sanmartin;Astolfi;18199
02/2019;sanmartin;Astolfi;15842
02/2020;sanmartin;Astolfi;12442
02/2020;sanmartin;"B. Vista";89959
02/2019;sanmartin;"B. Vista";88446
02/2018;sanmartin;"B. Vista";90614
02/2018;sanmartin;Cabred;3798
02/2019;sanmartin;Cabred;3382
02/2020;sanmartin;Cabred;5105
02/2020;sanmartin;Caseros;152862
02/2019;sanmartin;Caseros;129050
02/2018;sanmartin;Caseros;136031
02/2019;sanmartin;Chacarita;23
02/2018;sanmartin;Chacarita;517
02/2020;sanmartin;Chacarita;7
02/2020;sanmartin;Derqui;106301
02/2019;sanmartin;Derqui;139662
02/2018;sanmartin;Derqui;148399
02/2018;sanmartin;Hurlingham;79594
02/2019;sanmartin;Hurlingham;71586
02/2020;sanmartin;Hurlingham;76392
02/2020;sanmartin;"J.C. Paz";436392
02/2019;sanmartin;"J.C. Paz";395695
02/2018;sanmartin;"J.C. Paz";427654
02/2018;sanmartin;Manzanares;2799
02/2019;sanmartin;Manzanares;2132
02/2020;sanmartin;Manzanares;4017
02/2020;sanmartin;Muniz;49459
02/2018;sanmartin;Muniz;52008
02/2019;sanmartin;Muniz;46083
02/2019;sanmartin;Palermo;78
02/2018;sanmartin;Palermo;1207
02/2020;sanmartin;Palermo;278682
02/2020;sanmartin;Palomar;104868
02/2018;sanmartin;Palomar;82048
02/2019;sanmartin;Palomar;78396
02/2018;sanmartin;Paternal;23
02/2019;sanmartin;Paternal;11
02/2020;sanmartin;Paternal;2
02/2020;sanmartin;Pilar;111364
02/2019;sanmartin;Pilar;122407
02/2018;sanmartin;Pilar;126453
02/2019;sanmartin;Retiro;7
02/2018;sanmartin;Retiro;69
02/2020;sanmartin;Retiro;396288
02/2020;sanmartin;"S. Lugares";32415
02/2019;sanmartin;"S. Lugares";20725
02/2018;sanmartin;"S. Lugares";22761
02/2019;sanmartin;"Saenz Pena";99942
02/2018;sanmartin;"Saenz Pena";82661
02/2020;sanmartin;"Saenz Pena";75614
02/2020;sanmartin;"San Miguel";294706
02/2018;sanmartin;"San Miguel";303439
02/2019;sanmartin;"San Miguel";274877
02/2018;sanmartin;"Sol Y Verde";78870
02/2019;sanmartin;"Sol Y Verde";79825
02/2020;sanmartin;"Sol Y Verde";48165
02/2020;sanmartin;"V. Devoto";118398
02/2018;sanmartin;"V. Devoto";96727
02/2019;sanmartin;"V. Devoto";99363
02/2019;sanmartin;"V. Parque";288873
02/2018;sanmartin;"V. Parque";278076
02/2020;sanmartin;"V. Parque";154159
02/2020;sanmartin;"W. Morris";40455
02/2018;sanmartin;"W. Morris";51162
02/2019;sanmartin;"W. Morris";46814
02/2019;sarmiento;Caballito;184245
02/2018;sarmiento;Caballito;120882
02/2020;sarmiento;Caballito;153305
02/2020;sarmiento;Castelar;208193
02/2019;sarmiento;Castelar;238785
02/2018;sarmiento;Castelar;192117
02/2019;sarmiento;Ciudadela;144492
02/2018;sarmiento;Ciudadela;89654
02/2020;sarmiento;Ciudadela;137244
02/2020;sarmiento;Flores;191293
02/2019;sarmiento;Flores;219415
02/2018;sarmiento;Flores;200124
02/2018;sarmiento;Floresta;101828
02/2019;sarmiento;Floresta;129636
02/2020;sarmiento;Floresta;133181
02/2020;sarmiento;Haedo;132996
02/2018;sarmiento;Haedo;149752
02/2019;sarmiento;Haedo;150637
02/2018;sarmiento;Ituzaingo;191556
02/2019;sarmiento;Ituzaingo;258149
02/2020;sarmiento;Ituzaingo;253325
02/2020;sarmiento;Liniers;540645
02/2019;sarmiento;Liniers;519200
02/2018;sarmiento;Liniers;94923
02/2018;sarmiento;Merlo;560095
02/2019;sarmiento;Merlo;825605
02/2020;sarmiento;Merlo;825676
02/2020;sarmiento;Miserere;226
02/2019;sarmiento;Miserere;325
02/2018;sarmiento;Moreno;669466
02/2019;sarmiento;Moreno;840831
02/2020;sarmiento;Moreno;849957
02/2020;sarmiento;Morón;900722
02/2019;sarmiento;Morón;873112
02/2018;sarmiento;Morón;701584
02/2019;sarmiento;Once;1581104
02/2018;sarmiento;Once;1351825
02/2020;sarmiento;Once;1513669
02/2020;sarmiento;"Paso del Rey";171061
02/2019;sarmiento;"Paso del Rey";223392
02/2018;sarmiento;"Paso del Rey";145742
02/2018;sarmiento;"Ramos Mejía";278845
02/2019;sarmiento;"Ramos Mejía";444134
02/2020;sarmiento;"Ramos Mejía";392621
02/2020;sarmiento;"S.A de Padua";227643
02/2019;sarmiento;"S.A de Padua";247998
02/2018;sarmiento;"S.A de Padua";171335
02/2018;sarmiento;"Villa Luro";61353
02/2019;sarmiento;"Villa Luro";100924
02/2020;sarmiento;"Villa Luro";82349
01/2020;belgranonorte;"Boulogne Sur";177165
01/2019;belgranonorte;"Boulogne Sur";158777
01/2020;belgranonorte;Carapachay;46992
01/2020;belgranonorte;"Del Viso";70780
01/2020;belgranonorte;"Don Torcuato";125912
01/2019;belgranonorte;"Don Torcuato";119782
01/2019;belgranonorte;Florida;37186
01/2020;belgranonorte;Florida;37890
01/2020;belgranonorte;"Grand Bourg";214051
01/2019;belgranonorte;"Grand Bourg";189457
01/2019;belgranonorte;"Ing. P. Nogués";113096
01/2020;belgranonorte;"Ing. P. Nogués";99500
01/2020;belgranonorte;"Los Polvorines";136111
01/2019;belgranonorte;"Los Polvorines";123321
01/2019;belgranonorte;Munro;97772
01/2020;belgranonorte;Munro;96682
01/2020;belgranonorte;"R. S. Ortíz";26728
01/2019;belgranonorte;"R. S. Ortíz";25097
01/2019;belgranonorte;Retiro;468077
01/2020;belgranonorte;Retiro;431919
01/2020;belgranonorte;"Villa Adelina";96818
01/2019;belgranonorte;"Villa Adelina";115475
01/2020;belgranonorte;"Villa Rosa";73977
01/2020;belgranosur;"20 de Junio";1961
01/2020;belgranosur;"Aldo Bonzi";2804
01/2019;belgranosur;"Aldo Bonzi";3216
01/2018;belgranosur;"Aldo Bonzi";6277
01/2019;belgranosur;"Buenos Aires";2
01/2018;belgranosur;"Buenos Aires";132023
01/2020;belgranosur;"Buenos Aires";1
01/2018;belgranosur;Caraza;1
01/2019;belgranosur;Castello;61716
01/2018;belgranosur;Castello;38806
01/2020;belgranosur;Castello;68870
01/2020;belgranosur;Castillo;42570
01/2019;belgranosur;Castillo;29825
01/2018;belgranosur;Castillo;27244
01/2018;belgranosur;"Eva Duarte";35880
01/2019;belgranosur;"Eva Duarte";43608
01/2020;belgranosur;"Eva Duarte";46764
01/2020;belgranosur;Fournier;39835
01/2018;belgranosur;Fournier;27231
01/2019;belgranosur;Fournier;34195
01/2018;belgranosur;"G. Catan";171024
01/2019;belgranosur;"G. Catan";152719
01/2020;belgranosur;"G. Catan";204648
01/2020;belgranosur;"I. Casanova";27675
01/2019;belgranosur;"I. Casanova";21457
01/2018;belgranosur;"I. Casanova";18492
01/2019;belgranosur;Illia;16651
01/2018;belgranosur;Illia;14237
01/2020;belgranosur;Illia;24104
01/2020;belgranosur;Independencia;127685
01/2018;belgranosur;Independencia;106633
01/2019;belgranosur;Independencia;115682
01/2018;belgranosur;"Ing. Budge";1
01/2018;belgranosur;"J. Ingenieros";3897
01/2019;belgranosur;"J. Ingenieros";3427
01/2020;belgranosur;"J. Ingenieros";4943
01/2020;belgranosur;"KM. 12";2407
01/2019;belgranosur;"KM. 12";1446
01/2018;belgranosur;"La Salada";1
01/2019;belgranosur;Laferrere;198464
01/2018;belgranosur;Laferrere;191408
01/2020;belgranosur;Laferrere;219293
01/2020;belgranosur;Libertad;31313
01/2018;belgranosur;Libertad;20442
01/2019;belgranosur;Libertad;25002
01/2018;belgranosur;"M. Belgrano";36728
01/2019;belgranosur;"M. Belgrano";37311
01/2020;belgranosur;"M. Belgrano";38824
01/2020;belgranosur;Mendeville;5183
01/2018;belgranosur;Mendeville;7807
01/2019;belgranosur;Mendeville;4841
01/2019;belgranosur;"Merlo Gomez";19901
01/2018;belgranosur;"Merlo Gomez";20046
01/2020;belgranosur;"Merlo Gomez";20301
01/2018;belgranosur;"Puente Alsina";1
01/2019;belgranosur;Querandi;17185
01/2018;belgranosur;Querandi;14847
01/2020;belgranosur;Querandi;21113
01/2020;belgranosur;Saenz;279846
01/2018;belgranosur;Saenz;129214
01/2019;belgranosur;Saenz;243783
01/2018;belgranosur;Tapiales;27896
01/2019;belgranosur;Tapiales;30376
01/2020;belgranosur;Tapiales;33421
01/2020;belgranosur;"V. Madero";78613
01/2019;belgranosur;"V. Madero";64812
01/2018;belgranosur;"V. Madero";55854
01/2019;belgranosur;"V. Soldati";30428
01/2018;belgranosur;"V. Soldati";23328
01/2020;belgranosur;"V. Soldati";36457
01/2020;belgranosur;V.lugano;93982
01/2019;belgranosur;V.lugano;76309
01/2018;belgranosur;V.lugano;62652
01/2018;belgranosur;Villegas;5895
01/2019;belgranosur;Villegas;4777
01/2020;belgranosur;Villegas;5776
01/2020;mitre;"3 De Febrero";55488
01/2018;mitre;"3 De Febrero";30416
01/2019;mitre;"3 De Febrero";66798
01/2018;mitre;Acassuso;45371
01/2019;mitre;Acassuso;48291
01/2020;mitre;Acassuso;55252
01/2020;mitre;Beccar;67197
01/2018;mitre;Beccar;49799
01/2019;mitre;Beccar;56352
01/2018;mitre;"Belgrano C.";341671
01/2019;mitre;"Belgrano C.";238547
01/2020;mitre;"Belgrano C.";323156
01/2020;mitre;"Belgrano R.";145045
01/2019;mitre;"Belgrano R.";154293
01/2018;mitre;"Belgrano R.";139193
01/2019;mitre;Benavidez;664
01/2018;mitre;Benavidez;490
01/2020;mitre;Benavidez;404
01/2020;mitre;"Capilla Del Señor";407
01/2018;mitre;"Capilla Del Señor";11
01/2019;mitre;Carranza;156981
01/2018;mitre;Carranza;143802
01/2020;mitre;Carranza;135787
01/2020;mitre;Carupa;98679
01/2019;mitre;Carupa;83855
01/2018;mitre;Carupa;113577
01/2019;mitre;Centrangolo;13863
01/2018;mitre;Centrangolo;12816
01/2020;mitre;Centrangolo;12339
01/2020;mitre;Chilavert;41209
01/2019;mitre;Chilavert;47087
01/2018;mitre;Chilavert;36905
01/2018;mitre;Coghlan;29963
